text,intent,target_category,safe_response_template,requires_medical_disclaimer
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can staff see my order for fulfillment without sharing private health data,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can staff see my order for fulfillment without sharing private health data,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can staff see my order for fulfillment without sharing private health data,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can staff see my order for fulfillment without sharing private health data,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can staff see my order for fulfillment without sharing private health data,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where can I check my order status,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Can you show my order history please,order_status_question,,You can check order progress from the customer orders page after logging in.,false
How do I know whether my order was created in the app,order_status_question,,You can check order progress from the customer orders page after logging in.,false
Where is the order confirmation page for the academic demo,order_status_question,,You can check order progress from the customer orders page after logging in.,false
